name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
3bgs,32.3698,35.6800,-178.4000,1.5788,1.7314,9.42
3l4x,40.4936,45.8220,-229.1100,1.7505,3.5778,6.89
3ovn,14.5401,17.3120,-86.5600,2.6497,0.1223,2.55
4b6p,48.8657,52.7300,-263.6500,0.5753,3.2890,7.13
3zj6,45.4126,49.9620,-249.8100,1.6517,2.8977,6.66
4luz,34.7389,38.4980,-192.4900,-0.0000,3.7591,4.7
1syh,43.5715,44.9120,-224.5600,1.1349,0.2056,6.41
2j47,42.2573,49.1220,-245.6100,2.5188,4.3459,5.41
2jdp,25.5079,27.1660,-135.8300,1.5521,0.1060,6.6
1pr5,29.7200,32.6740,-163.3700,2.0252,0.9288,3.92
1w5y,66.2150,72.0740,-360.3700,2.6551,3.2038,8.48
4av5,36.7797,37.3900,-186.9500,0.2008,0.4096,7.21
4fsl,43.9795,48.5920,-242.9600,1.5277,3.0848,7.7
3hvi,72.3762,79.1000,-395.5000,4.9331,1.7907,8.3
1z1h,36.2107,43.8820,-219.4100,3.3423,4.3290,8.4
4g90,26.9747,32.0500,-160.2500,4.6088,0.4665,4.51
1mue,37.5338,46.3200,-231.6000,1.0547,7.7315,8.64
4b3b,26.3068,31.7220,-158.6100,0.0000,5.4152,3.6
3pb8,23.2314,27.1180,-135.5900,3.7016,0.1850,5.24
2i80,24.8981,32.4880,-162.4400,2.4613,5.1286,5.4
4zec,53.1748,63.4380,-317.1900,1.6347,8.6285,5.82
4dsu,14.3103,15.7740,-78.8700,1.4637,0.0000,2.82
1m48,36.2689,38.1780,-190.8900,0.4692,1.4398,5.09
2jdm,27.4300,28.2280,-141.1400,0.6995,0.0986,5.4
4jal,30.8617,35.2280,-176.1400,2.0485,2.3178,4.6
2wor,13.8253,18.1500,-90.7500,0.0310,4.2937,3.9
2z94,6.2527,8.3540,-41.7700,2.1013,0.0000,5.85
3ip5,16.9120,17.3380,-86.6900,0.4085,0.0174,6.22
2wlz,49.7533,55.8880,-279.4400,3.9527,2.1820,4.6
4o3f,30.8854,32.4900,-162.4500,1.1939,0.4107,5.56
3qbc,41.7777,41.9040,-209.5200,0.1263,0.0000,4.97
2jfh,20.0098,24.8760,-124.3800,1.1652,3.7010,3.06
3wz7,45.1712,49.2920,-246.4600,0.9825,3.1383,5.74
2pnc,27.7180,29.1800,-145.9000,0.7220,0.7400,3.33
4gue,42.1106,46.2500,-231.2500,1.1547,2.9846,5.24
1koj,30.6476,33.2300,-166.1500,2.5351,0.0473,6.7
3ccz,33.7375,39.4520,-197.2600,0.3619,5.3526,7.29
1c1r,38.2227,41.8060,-209.0300,2.9860,0.5972,7.63
3hit,78.4158,89.0420,-445.2100,3.9147,6.7115,8.19
2v3d,41.4577,43.0480,-215.2400,0.8724,0.7178,3.94
1g4o,28.2166,31.3460,-156.7300,1.4675,1.6619,8.25
1rpf,26.5256,32.6620,-163.3100,4.3467,1.7898,3.99
4des,13.9064,22.3120,-111.5600,7.5597,0.8459,5.85
2nmz,41.1584,48.7400,-243.7000,3.1490,4.4326,8.37
4lj8,40.8943,46.1580,-230.7900,1.1908,4.0729,5.82
2vnp,39.0673,47.6320,-238.1600,3.7837,4.7810,9.92
1ajx,48.4488,50.0420,-250.2100,0.3058,1.2874,7.91
2xda,38.5312,39.9500,-199.7500,0.0038,1.4150,6.22
3v51,46.3607,50.2780,-251.3900,2.0053,1.9120,8.55
1ucn,50.2359,56.4600,-282.3000,3.0354,3.1887,5.22
3ap4,28.4791,30.1140,-150.5700,0.9970,0.6380,3.92
1xk9,22.2468,29.9160,-149.5800,6.2127,1.4565,6.85
3q6w,48.9922,52.5020,-262.5100,1.3786,2.1312,7.57
4rrg,43.3793,45.9340,-229.6700,1.6109,0.9437,2.81
1z9y,39.3367,43.8300,-219.1500,1.1573,3.3360,7.19
1hn4,45.9075,55.3740,-276.8700,4.9271,4.5394,3.82
1b6j,56.6492,61.2500,-306.2500,1.1455,3.4553,7.92
3f7h,40.9915,43.7480,-218.7400,0.0901,2.6664,7.09
3gjw,33.9967,34.5560,-172.7800,0.2996,0.2597,8.3
4llp,16.5880,16.5880,-82.9400,0.0000,0.0000,4.8
3d7k,67.4785,86.1060,-430.5300,9.8380,8.7895,4.6
3f37,12.6472,12.8740,-64.3700,0.2268,0.0000,2.62
4ht2,25.2821,32.8340,-164.1700,1.1743,6.3776,6.54
3jdw,12.6965,16.4820,-82.4100,3.2136,0.5719,3.6
4ibg,26.9036,30.7500,-153.7500,0.6133,3.2331,3.97
1jeu,59.4032,62.3700,-311.8500,0.0324,2.9344,6.82
2bo4,8.7155,15.7060,-78.5300,2.1446,4.8459,4.61
2x7u,26.6165,33.2900,-166.4500,5.9854,0.6881,5.27
4kzb,12.9229,17.0080,-85.0400,0.7159,3.3692,2.89
2f80,35.6695,45.6020,-228.0100,4.7626,5.1700,8.18
4c52,39.8288,45.2160,-226.0800,0.0310,5.3562,5.68
3rlq,25.5657,26.8800,-134.4000,0.1104,1.2039,7.4
3u6i,55.7973,63.5140,-317.5700,1.9799,5.7369,9
4asj,30.4409,36.3940,-181.9700,0.0299,5.9232,7.55
1gar,58.0762,66.4760,-332.3800,3.3095,5.0903,10
3dc3,26.2384,29.3340,-146.6700,0.7329,2.3627,8.31
1g53,34.5448,37.4400,-187.2000,1.3985,1.4967,9.04
2rka,15.4165,20.1620,-100.8100,3.8490,0.8966,3
1lbk,31.5934,35.7600,-178.8000,1.7216,2.4450,3.18
3nhi,43.8353,45.5700,-227.8500,0.0485,1.6862,8.43
3hfb,46.1144,48.5540,-242.7700,0.0871,2.3526,7.52
2y8c,35.2656,39.5980,-197.9900,0.0580,4.2744,6.4
1oz0,66.2300,77.5280,-387.6400,5.6205,5.6775,7.7
3pcn,21.1014,29.2300,-146.1500,7.7041,0.4244,3.66
4nvp,45.4949,46.9120,-234.5600,1.0077,0.4094,7.57
3t70,36.1654,38.8180,-194.0900,0.0060,2.6466,6.3
3d8y,17.7679,20.1560,-100.7800,0.1334,2.2547,3.4
3rlb,53.7643,54.4040,-272.0200,0.1449,0.4948,9.92
3ttm,24.7412,24.9800,-124.9000,0.0739,0.1649,8.52
2zdm,40.1772,45.3660,-226.8300,1.5814,3.6074,6.41
4uof,43.3074,46.6520,-233.2600,0.0021,3.3425,4.84
1uwf,26.7785,27.1160,-135.5800,0.2950,0.0425,6.82
3vfa,36.8027,45.7380,-228.6900,4.5372,4.3982,9.19
4iva,27.4955,28.3160,-141.5800,0.0515,0.7690,7.16
1b5i,57.4296,62.6900,-313.4500,1.3966,3.8638,7.05
4cmo,25.8998,29.9580,-149.7900,0.3606,3.6976,9.07
1qkb,58.4222,62.9840,-314.9200,0.9213,3.6405,7.35
3kiv,19.3938,21.5560,-107.7800,1.5378,0.6244,4.7
1v7a,44.9200,47.5360,-237.6800,1.5213,1.0946,8.01
1j37,25.7386,30.4420,-152.2100,1.8758,2.8276,8.96
1b2h,57.9242,63.1560,-315.7800,1.3722,3.8595,4.54
2hoc,35.5258,40.3640,-201.8200,1.6355,3.2027,9.52
3v3l,69.2960,70.8680,-354.3400,0.3183,1.2538,6.43
1qbv,36.7585,42.7840,-213.9200,3.6975,2.3280,5.39
6upj,19.7502,21.7560,-108.7800,0.0000,2.0058,6.32
2xdk,19.5219,20.3020,-101.5100,0.0106,0.7695,3.6
3u8l,32.8480,35.7560,-178.7800,1.1818,1.7262,8.05
1ork,37.9874,47.1860,-235.9300,3.3925,5.8061,8.81
3ouj,22.0131,25.8000,-129.0000,3.1218,0.6652,6.05
1f4g,36.1889,43.2340,-216.1700,0.0000,7.0451,6.48
3ocp,33.3428,34.2300,-171.1500,0.5467,0.3406,7.57
2il2,60.8678,67.0240,-335.1200,2.1399,4.0163,7.1
1utl,9.4965,10.9680,-54.8400,1.0782,0.3933,2.47
3cs7,38.7402,48.5380,-242.6900,4.8062,4.9916,10.68
2hb3,40.5566,44.6520,-223.2600,0.7410,3.3545,11.35
1ec9,34.1146,43.4820,-217.4100,8.1542,1.2132,3.1
2psu,45.5495,49.6200,-248.1000,0.4596,3.6108,7.62
1v2k,46.0901,48.2180,-241.0900,0.1543,1.9736,6.19
3dbu,29.7822,34.4140,-172.0700,0.5345,4.0973,8.06
2r2w,41.3571,43.1620,-215.8100,0.1426,1.6622,4.47
3qyy,50.8477,53.1920,-265.9600,1.5121,0.8321,5.08
3ujb,46.2251,46.7440,-233.7200,0.0552,0.4636,5.1
2za0,32.2859,37.6480,-188.2400,3.8459,1.5162,6.64
4ei4,27.1612,27.1920,-135.9600,0.0000,0.0308,8.74
1ndv,32.9626,37.0400,-185.2000,3.4751,0.6023,5.92
4j45,28.9834,31.2060,-156.0300,0.5958,1.6268,5.77
4qjx,30.9852,41.1160,-205.5800,2.8013,7.3294,7.28
4e1k,38.4038,42.3140,-211.5700,0.1386,3.7716,6.3
3ip6,19.1486,20.4020,-102.0100,1.2367,0.0168,6.6
1tx7,29.4298,32.1360,-160.6800,1.5603,1.1459,4.6
2c92,64.9497,69.1520,-345.7600,0.1369,4.0654,5.68
1b58,65.8295,70.3140,-351.5700,0.5379,3.9466,6.59
4ua8,63.7147,66.4980,-332.4900,0.0410,2.7423,6.26
4ipi,11.6986,19.8520,-99.2600,4.0951,4.0582,5.32
2yaz,52.1308,53.4900,-267.4500,0.0354,1.3238,5.14
4s1g,42.0367,44.9600,-224.8000,0.5972,2.3261,9.22
4qiz,20.5389,42.7080,-213.5400,9.9827,12.1864,8.15
4btk,30.5711,32.2560,-161.2800,0.0076,1.6773,6.62
4cd0,33.7885,36.2580,-181.2900,0.1616,2.3080,9.7
1k22,51.1817,56.8580,-284.2900,3.2191,2.4572,8.4
3tmk,102.8905,109.5260,-547.6300,1.9773,4.6581,6.87
3hvh,65.3971,75.3160,-376.5800,7.2781,2.6408,8.52
1mh5,48.4787,53.4940,-267.4700,1.3742,3.6411,9.21
1stc,40.1516,43.2780,-216.3900,2.0931,1.0333,8.1
4duh,31.7124,36.0700,-180.3500,0.3193,4.0383,5.18
2e91,23.0095,34.9380,-174.6900,6.0765,5.8520,6.59
1gj6,39.0728,44.4700,-222.3500,0.9181,4.4791,7
4w9p,51.3848,54.4300,-272.1500,0.5681,2.4771,7.8
4f7v,72.0444,79.3980,-396.9900,1.4722,5.8814,5.38
1qf2,35.6946,40.1960,-200.9800,1.2496,3.2518,5.92
1ftm,30.5745,33.2180,-166.0900,2.1634,0.4802,7.61
4b0b,30.1737,30.8720,-154.3600,0.2761,0.4223,3.33
3u90,2.1359,7.6960,-38.4800,3.9078,1.6523,4.62
2xm1,34.6710,37.3100,-186.5500,1.1598,1.4791,5.07
2qrg,34.0768,34.1620,-170.8100,-0.0000,0.0852,5.18
2py4,85.0465,91.5920,-457.9600,4.9686,1.5770,6.7
4kb9,39.9570,46.7440,-233.7200,3.4228,3.3641,11
4iic,29.9787,30.4040,-152.0200,0.4117,0.0136,4.85
2jgs,35.0590,37.7580,-188.7900,2.0972,0.6018,6.62
1b57,33.6704,48.2340,-241.1700,14.0723,0.4912,8
1dmp,51.2335,52.7080,-263.5400,0.3150,1.1595,9.55
3dri,16.8246,26.6340,-133.1700,3.8472,5.9622,4.42
2fpz,17.3645,19.0280,-95.1400,1.6635,0.0000,3.96
3tzm,33.7754,37.6560,-188.2800,2.3508,1.5298,7.77
3ldp,33.0901,38.0980,-190.4900,3.7243,1.2835,5.62
3njq,32.0172,34.2700,-171.3500,0.5425,1.7102,4.89
2xn3,22.4818,24.9720,-124.8600,1.0412,1.4490,5.92
3pd9,28.8831,32.8380,-164.1900,3.3224,0.6325,6.22
3mf5,29.3041,31.5680,-157.8400,0.0004,2.2635,5.36
3m96,39.4450,44.3980,-221.9900,1.5597,3.3933,7.22
1qk3,54.3893,55.8380,-279.1900,0.0937,1.3550,5.15
1njd,38.9379,44.3420,-221.7100,4.6306,0.7735,5.57
4ago,22.7568,26.7540,-133.7700,0.3629,3.6344,4.81
2oiq,46.6856,52.5920,-262.9600,3.8569,2.0495,5
1w5v,66.5904,71.5900,-357.9500,2.3210,2.6786,8.15
3bbb,32.1062,36.8500,-184.2500,0.4436,4.3003,7
4z93,30.2273,35.2600,-176.3000,0.0000,5.0327,7.35
4e67,55.1028,68.8120,-344.0600,0.9268,12.7824,6.48
2qry,49.8169,56.9160,-284.5800,6.7706,0.3285,8.64
1ro7,66.4957,71.2500,-356.2500,0.8113,3.9431,3.18
3ama,33.0394,42.9380,-214.6900,0.2159,9.6827,6.53
4dzy,27.4795,29.5060,-147.5300,0.8336,1.1928,5.62
4q4s,40.3545,43.4220,-217.1100,3.0674,0.0002,6.95
2xye,45.1685,56.0960,-280.4800,6.0403,4.8871,8.34
3v2n,13.9888,22.3160,-111.5800,6.0258,2.3014,6.1
1lke,45.8633,46.5960,-232.9800,0.0073,0.7254,7.52
3s8n,42.8902,50.7880,-253.9400,0.1103,7.7875,6.21
2w8w,43.5383,49.3740,-246.8700,2.0550,3.7807,2.12
3uzj,24.9870,25.0180,-125.0900,0.0310,0.0000,5.55
3s0b,29.5179,32.1740,-160.8700,1.2596,1.3965,6.49
1xap,41.3520,41.9300,-209.6500,0.0015,0.5765,8.7
3shc,36.7036,41.9060,-209.5300,2.9920,2.2103,5.72
2cej,53.9427,58.2800,-291.4000,0.4800,3.8573,8.62
2a14,59.6281,61.6400,-308.2000,0.4368,1.5751,5.7
3lp4,16.8454,17.3720,-86.8600,0.2800,0.2466,4.88
1qka,67.1086,72.5160,-362.5800,1.0173,4.3900,5.92
1mfa,41.8534,43.5340,-217.6700,0.0000,1.6806,5.04
4ibe,21.0655,25.2340,-126.1700,0.5422,3.6264,4.15
1qan,35.6382,39.8300,-199.1500,2.1344,2.0574,4.48
1ec3,62.0312,67.3560,-336.7800,1.4469,3.8779,9.04
1jfh,24.6554,26.3320,-131.6600,0.3991,1.2775,2.05
1dqn,57.4261,59.2620,-296.3100,0.8367,0.9992,8
4ufl,32.8400,34.1780,-170.8900,0.9486,0.3894,2.64
3v7t,30.5275,32.8800,-164.4000,0.3045,2.0480,7.21
1if8,32.1374,35.8180,-179.0900,2.0287,1.6519,9.64
2jdu,26.9558,30.9040,-154.5200,3.8536,0.0946,6.72
2bak,47.8870,53.2680,-266.3400,2.3162,3.0648,7.43
2bvd,53.2265,54.7120,-273.5600,0.8478,0.6378,6
3ekp,34.9652,42.6220,-213.1100,4.2274,3.4294,8.89
3d4y,43.1914,48.2120,-241.0600,3.6562,1.3643,5.7
1fjs,50.5753,61.5260,-307.6300,4.2113,6.7394,9.96
3iog,22.0779,22.6880,-113.4400,0.3023,0.3078,5.52
2f1g,16.7071,28.8280,-144.1400,9.4154,2.7055,7.54
3pgl,16.7313,23.6540,-118.2700,2.1161,4.8066,5.3
1o3p,38.1631,38.9640,-194.8200,0.2149,0.5859,6.66
2vpo,40.3324,41.6480,-208.2400,1.0200,0.2956,5.42
4xe1,29.0629,32.4800,-162.4000,2.3043,1.1127,7.11
3cfn,20.5695,24.5020,-122.5100,0.2566,3.6759,5
1pbq,33.9110,34.7320,-173.6600,0.8210,0.0000,6.27
4lm3,25.5440,25.7880,-128.9400,0.0000,0.2440,2.92
4o09,43.9001,45.4300,-227.1500,0.2946,1.2353,7.7
1sld,53.0083,57.7600,-288.8000,1.0607,3.6910,6.57
3sxf,36.3723,39.8200,-199.1000,1.4254,2.0222,8.6
1zog,19.4079,22.3980,-111.9900,2.6450,0.3451,7.15
1hos,37.6400,47.4600,-237.3000,6.0642,3.7558,8.55
4l50,27.8731,30.8840,-154.4200,0.0504,2.9605,6.06
5ct2,25.8005,27.0500,-135.2500,0.0048,1.2447,2.92
1tcx,40.7850,44.5320,-222.6600,0.2995,3.4475,6.95
4abb,14.5083,14.6060,-73.0300,0.0174,0.0803,4.51
4g4p,30.3748,31.9060,-159.5300,1.0303,0.5009,6.89
2qrh,30.3295,30.4260,-152.1300,0.0000,0.0965,4.71
3m3o,24.8832,30.4820,-152.4100,1.0413,4.5575,3.6
4ye3,24.2801,37.2060,-186.0300,8.0872,4.8387,8.37
3hww,6.6623,10.7420,-53.7100,3.3873,0.6924,7.12
1hpo,28.7302,33.9300,-169.6500,1.0513,4.1485,9.22
6cpa,48.5527,56.2820,-281.4100,4.4885,3.2408,11.52
4gfo,21.1127,23.9120,-119.5600,0.0523,2.7470,6.62
3h78,19.8904,20.2460,-101.2300,0.0000,0.3556,4.24
2p09,48.2832,57.8680,-289.3400,3.4123,6.1725,6.35
3mof,16.7558,20.9820,-104.9100,4.1171,0.1091,3.07
2rcb,20.6935,23.1520,-115.7600,1.7279,0.7306,6.79
1ydd,21.2282,26.5560,-132.7800,2.4815,2.8463,7.07
3ioc,41.9523,44.6820,-223.4100,1.2561,1.4736,3.68
1zfk,29.0353,35.8860,-179.4300,1.3294,5.5213,7.92
5amg,31.8690,37.0880,-185.4400,0.3456,4.8735,8.22
1k4h,31.4270,32.8980,-164.4900,0.9194,0.5517,5.11
1aid,22.7534,24.8040,-124.0200,0.8922,1.1583,4.82
3bl0,20.9287,23.1220,-115.6100,2.0848,0.1085,6.92
1jlr,39.5709,50.2200,-251.1000,6.2253,4.4238,3.33
3s71,27.9841,30.1660,-150.8300,1.0913,1.0906,8.64
4i7p,15.4980,15.4980,-77.4900,0.0000,0.0000,3.5
4zbi,45.8500,46.9280,-234.6400,0.0060,1.0721,6.51
5e1s,29.3069,33.6000,-168.0000,0.6341,3.6590,7.92
2p3b,58.6627,65.7540,-328.7700,4.0030,3.0883,8.48
1jys,23.0934,23.1700,-115.8500,0.0766,0.0000,3.52
2xeg,74.7245,94.6640,-473.3200,6.9039,13.0356,10.7
4rlu,25.6440,29.3260,-146.6300,1.6654,2.0166,4.82
2oxy,19.3253,20.5340,-102.6700,1.2087,0.0000,6.52
5a81,27.7731,29.2620,-146.3100,0.7808,0.7081,5.54
3pd8,28.3658,32.1680,-160.8400,2.5298,1.2724,6.46
3ibl,29.8467,31.4280,-157.1400,0.6085,0.9728,7.84
2p7z,38.2687,46.9000,-234.5000,3.9354,4.6960,6.58
4loo,30.8249,34.0660,-170.3300,0.0000,3.2411,8.15
3fvh,35.8536,44.8820,-224.4100,0.0288,8.9996,6.35
2zpk,50.9836,57.4220,-287.1100,0.7952,5.6432,7.76
4o9v,50.2191,56.5380,-282.6900,1.3782,4.9407,8
3dzt,39.5421,42.1860,-210.9300,0.3368,2.3071,7.22
2erz,22.2160,30.3800,-151.9000,5.8475,2.3164,5.66
2vpn,38.8038,39.4760,-197.3800,0.3991,0.2731,6.72
4zyf,45.0443,48.7180,-243.5900,1.2621,2.4116,8.64
2wec,34.8773,41.4440,-207.2200,1.8221,4.7446,3.96
2j27,20.1464,22.1640,-110.8200,1.7549,0.2627,3.52
2vc9,38.3707,40.5420,-202.7100,2.1425,0.0288,8.44
4zip,43.4930,53.7900,-268.9500,4.7935,5.5035,9.68
3l4z,39.7883,42.3740,-211.8700,1.3312,1.2545,6.72
3o5x,10.9752,19.3000,-96.5000,0.4800,7.8448,5.28
1lol,36.6528,37.1820,-185.9100,0.0000,0.5292,6.39
5cas,40.5163,44.2660,-221.3300,1.1561,2.5935,8.85
3mv0,32.5853,40.2440,-201.2200,7.6095,0.0492,3.85
2xbx,53.9912,62.1700,-310.8500,1.8444,6.3343,7.82
2vo5,56.8529,57.8380,-289.1900,0.9133,0.0718,4.89
4abd,17.0567,18.5660,-92.8300,0.9625,0.5468,4.4
2ccb,38.0257,38.7560,-193.7800,0.0000,0.7303,7.45
4gqp,37.2143,37.7060,-188.5300,0.0276,0.4641,9.6
2hnx,26.4421,28.0640,-140.3200,0.0021,1.6198,7.08
1mu8,41.4184,46.2300,-231.1500,0.8853,3.9262,9
3n7o,44.7238,46.3880,-231.9400,0.1812,1.4830,7.14
3cj5,27.4361,31.6300,-158.1500,0.0708,4.1232,6.34
2yhw,28.9468,29.4960,-147.4800,0.3559,0.1933,5.6
3t6b,55.6699,68.1460,-340.7300,4.8154,7.6607,6.36
2nn1,25.8886,30.7980,-153.9900,3.2330,1.6764,5.82
4cga,55.7623,56.2340,-281.1700,0.0015,0.4702,6.4
3gkz,37.1224,37.4820,-187.4100,0.0000,0.3596,8
3lpk,62.0309,69.6540,-348.2700,1.1835,6.4396,9.1
2jke,34.5791,35.5260,-177.6300,0.9374,0.0096,4.23
1yei,52.9199,54.8880,-274.4400,0.1305,1.8376,7.46
2ca8,27.3186,32.3360,-161.6800,2.2911,2.7263,4.66
4qrh,82.9718,92.2820,-461.4100,3.3944,5.9158,5.15
3da9,33.1521,38.9860,-194.9300,2.9071,2.9268,5.51
1nvs,33.3956,34.9060,-174.5300,1.5104,0.0000,7.82
2nsj,34.1187,38.4480,-192.2400,2.7818,1.5475,4.79
3c8b,35.6079,42.1920,-210.9600,3.7654,2.8188,6.1
3c88,34.4981,42.0740,-210.3700,4.4454,3.1305,6.8
1q54,29.5628,37.9880,-189.9400,3.3584,5.0668,5.85
3zsy,24.6212,31.8240,-159.1200,0.1117,7.0910,3.23
2b07,37.9563,42.0620,-210.3100,1.2919,2.8137,6.43
3zq9,37.3326,40.4600,-202.3000,0.7327,2.3947,6.02
1o2h,38.7151,42.6020,-213.0100,1.8106,2.0763,7.17
3qlm,7.5855,18.8500,-94.2500,0.6450,10.6195,6.37
3nyx,44.6735,48.5600,-242.8000,2.4665,1.4200,7.49
3gy3,45.2628,47.0300,-235.1500,0.4421,1.3252,5.63
3obq,36.0658,47.3160,-236.5800,1.0536,10.1966,3.54
3iae,66.4220,81.9540,-409.7700,7.8409,7.6910,3.89
1k21,48.9529,55.7960,-278.9800,3.0039,3.8392,8.38
2p2a,55.7190,61.4140,-307.0700,4.3880,1.3070,6.12
4pee,47.2729,48.4520,-242.2600,0.5491,0.6300,8.32
3u6h,51.6098,60.8320,-304.1600,3.6174,5.6048,9
3mmf,34.8991,40.9860,-204.9300,3.3387,2.7482,7.43
3ip9,15.2823,18.3980,-91.9900,2.6066,0.5090,5.62
2q5k,51.2983,54.4440,-272.2200,1.4921,1.6537,11.3
3f3t,30.5416,37.8700,-189.3500,3.1113,4.2170,4.59
1qbq,34.1944,37.4560,-187.2800,1.3033,1.9583,8.3
3s75,23.5021,25.1560,-125.7800,0.5417,1.1121,6.82
3suu,50.5780,57.1020,-285.5100,2.8217,3.7022,8.52
1os0,44.2284,50.6460,-253.2300,4.2586,2.1590,6.03
1g7q,54.0534,68.6280,-343.1400,7.2739,7.3007,6.06
1enu,27.0876,29.2280,-146.1400,2.1404,0.0000,5.08
3i7e,33.8111,40.5920,-202.9600,3.1159,3.6650,10.85
4djy,29.1431,32.1880,-160.9400,1.6163,1.4286,8.27
3dyo,32.9589,34.0340,-170.1700,0.8599,0.2152,2.3
3gi6,39.3916,48.7380,-243.6900,3.7397,5.6067,11.22
1z71,40.0147,48.3140,-241.5700,2.4347,5.8647,9.18
2jds,35.7455,39.0860,-195.4300,0.0021,3.3384,8.2
1o3d,43.0182,45.0420,-225.2100,0.2255,1.7983,7.13
2qw1,16.9825,19.6720,-98.3600,1.3100,1.3795,3.9
2e5y,52.2294,55.5060,-277.5300,0.9443,2.3324,5.85
4aoi,51.7397,52.3760,-261.8800,0.0038,0.6325,8.4
2byr,55.5338,63.1600,-315.8000,2.8842,4.7420,8.55
1det,39.4304,40.4500,-202.2500,0.0949,0.9247,4.3
3iph,32.8047,37.4940,-187.4700,1.4766,3.2127,7.6
1d6w,32.7733,45.3900,-226.9500,8.9043,3.7124,5.96
4cwq,42.1754,43.4900,-217.4500,0.0149,1.2998,7.06
3q1x,23.3057,23.3420,-116.7100,0.0048,0.0315,5.33
1xow,36.4921,37.0160,-185.0800,0.5239,0.0000,9.28
3i5z,37.6968,41.2680,-206.3400,0.4407,3.1305,8.7
1g35,48.4952,53.9840,-269.9200,2.3705,3.1183,8.14
4r59,22.9054,28.5900,-142.9500,0.0834,5.6013,7.96
1ppc,47.2663,51.4720,-257.3600,1.3978,2.8080,6.16
3w37,56.7936,62.2120,-311.0600,2.7193,2.6991,5.18
3ckz,48.9271,54.1500,-270.7500,4.6448,0.5781,8.72
1w11,42.5567,50.8980,-254.4900,2.9271,5.4142,8.22
3g2h,28.6369,29.4880,-147.4400,0.1781,0.6730,3.82
4xar,32.0538,32.5800,-162.9000,0.0000,0.5262,6.97
4cwp,41.4942,41.7300,-208.6500,0.0000,0.2358,6.77
2q64,39.0636,43.1960,-215.9800,0.5333,3.5990,8.52
3h1x,6.5775,16.7640,-83.8200,6.5418,3.6447,5.89
3ff3,24.5485,25.6820,-128.4100,0.2411,0.8924,3.57
3l4w,38.6502,40.5820,-202.9100,0.2879,1.6440,6
3lzu,34.3296,42.8780,-214.3900,5.0528,3.4957,10.06
1s63,31.3447,35.4400,-177.2000,2.3148,1.7805,9.05
4n6z,34.1773,37.3880,-186.9400,1.4893,1.7214,7.8
4xip,37.4508,39.8560,-199.2800,1.1786,1.2266,6.63
2pym,39.1663,43.8980,-219.4900,1.7208,3.0109,6.82
3cr5,-12.6353,17.8980,-89.4900,15.1628,15.3705,4.19
2vvs,43.7562,46.8700,-234.3500,1.2981,1.8157,7.34
3rv4,53.6674,61.1040,-305.5200,4.9337,2.5030,2.3
2p7g,36.1170,37.3620,-186.8100,1.1951,0.0499,6.53
4lkk,22.5344,29.7340,-148.6700,1.6486,5.5511,5.92
4bcn,27.9836,34.1440,-170.7200,2.7559,3.4045,7.92
3b25,25.6371,27.8580,-139.2900,0.0270,2.1939,6.07
3sut,50.4746,56.5680,-282.8400,1.2130,4.8804,7.85
1iiq,55.9430,67.3300,-336.6500,3.9972,7.3898,7.48
3rtf,38.8502,40.9720,-204.8600,1.7642,0.3576,7.35
2pqz,33.4587,45.3300,-226.6500,5.9209,5.9504,5.67
3kjd,39.2492,40.7360,-203.6800,0.0149,1.4719,8.54
1cny,23.3449,30.1060,-150.5300,3.4355,3.3256,7.85
4k7i,10.2335,12.2980,-61.4900,2.0645,0.0000,2.82
1epo,50.0470,59.7760,-298.8800,2.1868,7.5423,7.96
4rfd,25.1149,31.2960,-156.4800,4.8986,1.2825,8.05
1h2t,88.5196,98.1400,-490.7000,5.0244,4.5959,7.89
3bex,20.1053,22.5160,-112.5800,0.0000,2.4107,5.57
4ffs,54.3265,55.8060,-279.0300,0.9474,0.5322,10.44
4poj,33.9230,36.4220,-182.1100,0.0038,2.4953,8.1
1sdu,49.6693,53.7620,-268.8100,0.9526,3.1401,10.07
3zyu,32.6713,36.7120,-183.5600,0.0000,4.0407,7
2jjb,60.8839,61.1560,-305.7800,0.1659,0.1062,7.92
1g32,53.5759,58.1560,-290.7800,3.5424,1.0377,6.11
4n9c,24.1625,25.3820,-126.9100,1.2189,0.0006,3.9
3lcu,51.7369,53.1860,-265.9300,0.7950,0.6541,3.52
2q7q,17.9772,19.3220,-96.6100,1.2893,0.0555,5.3
4ks4,25.5387,35.3720,-176.8600,5.4211,4.4121,7.14
3b3s,20.8338,22.1560,-110.7800,0.6397,0.6825,2.55
3i9g,42.3963,48.9960,-244.9800,3.8557,2.7441,8.96
3ao5,23.3152,25.4000,-127.0000,1.7648,0.3200,2.23
7upj,27.5401,32.3900,-161.9500,0.0004,4.8494,8.49
3mfw,18.7893,21.4060,-107.0300,1.4463,1.1705,3.52
5fl4,33.2961,36.4460,-182.2300,1.2450,1.9049,7
4g8y,23.5344,29.8560,-149.2800,4.9686,1.3530,4.59
1moq,30.8042,32.6740,-163.3700,1.5454,0.3245,3.46
3ao1,16.6830,18.4620,-92.3100,1.7790,0.0000,2.26
3a1d,47.0906,50.9980,-254.9900,1.8105,2.0969,4.12
1nf8,35.5771,39.1380,-195.6900,0.3605,3.2004,7.82
