name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
1d4h,-10.079,-0.139,-11.471,-8.033,-0.498,2.278,117,6,0,0,14,3,1.000,10
2nmx,-6.382,-0.077,-6.446,-1.783,-0.249,0.804,30,3,0,0,3,3,0.800,5.57
2qpu,-5.557,-0.007,-5.457,-2.217,-0.166,2.144,21,1,1,0,11,5,0.737,3.6
1alw,-5.665,-0.164,-7.191,-2.075,-0.166,0.268,33,0,2,0,1,1,1.000,6.52
3rm9,-6.934,-0.124,-7.198,-2.101,-0.415,0.536,40,0,5,0,2,2,0.909,4.77
1met,-10.485,-0.164,-12.090,-7.599,-0.747,1.474,111,9,0,0,10,1,1.000,9.4
1m4h,-12.579,-0.114,-12.711,-8.009,-1.494,2.010,110,11,7,0,11,4,0.977,9.52
2hhn,-9.060,-0.072,-8.021,-5.770,-0.249,3.216,109,3,0,0,22,2,1.000,7.49
3elc,-7.176,-0.059,-6.276,-1.600,-0.664,1.206,24,5,3,0,9,0,0.778,2.69
1b8n,-7.836,-0.129,-7.793,-2.530,-0.581,0.536,47,7,0,0,3,1,1.000,10.52
3dnd,-6.030,-0.119,-6.769,-2.406,-0.083,0.938,40,1,0,0,6,1,1.000,4.8
2o4p,-9.558,-0.127,-10.538,-7.049,-0.415,2.144,96,5,0,0,11,5,1.000,10.72
1xh4,-10.613,-0.134,-10.187,-6.264,-0.581,1.876,122,5,2,0,14,0,1.000,7.47
4xu0,-14.354,-0.156,-11.296,-5.292,-1.992,1.206,127,10,14,0,8,1,1.000,9.11
1amk,-6.568,-0.026,-5.449,-0.454,-0.581,0.804,10,4,3,0,5,1,1.000,4.3
3vhc,-7.183,-0.089,-7.789,-3.879,-0.166,1.474,69,2,0,0,10,1,1.000,8.89
3lea,-9.516,-0.144,-9.815,-4.724,-1.079,1.206,70,4,9,0,7,2,0.917,9.1
2i4z,-10.034,-0.174,-10.957,-6.128,-0.415,0.804,124,2,3,0,4,2,1.000,5.7
3vx3,-10.162,-0.115,-8.336,-2.294,-1.494,0.670,35,12,6,0,3,2,1.000,7.82
2pwc,-9.634,-0.127,-10.425,-6.636,-0.581,2.010,95,3,4,0,15,0,0.967,6.57
2w47,-7.174,-0.059,-6.640,-1.396,-0.830,0.804,28,5,5,0,6,0,0.500,4.98
4rpn,-6.024,-0.081,-6.190,-1.393,-0.249,0.670,17,3,0,0,5,0,1.000,6.96
2jh0,-8.283,-0.093,-7.901,-4.610,-0.083,2.010,90,1,0,0,13,2,1.000,8.7
3ljz,-8.585,-0.094,-8.520,-4.980,-0.332,2.010,86,4,0,0,13,2,1.000,8.14
4tkb,-6.553,-0.177,-7.692,-2.276,-0.332,0.134,41,1,3,0,1,0,0.833,5.59
4gr8,-9.153,-0.072,-7.870,-4.132,-0.664,2.144,76,8,0,0,14,2,0.920,7.83
2r5a,-6.491,-0.137,-6.730,-1.397,-0.249,0.134,46,0,3,0,1,0,1.000,2.6
3cct,-10.496,-0.161,-11.960,-6.435,-1.245,0.938,77,9,6,0,4,3,0.939,7.56
3lcv,-10.123,-0.133,-8.813,-3.639,-1.162,1.206,61,8,6,0,9,0,1.000,4.74
3u81,-9.711,-0.133,-8.682,-3.457,-1.079,1.072,65,8,5,0,8,0,1.000,4.44
1pot,-9.206,-0.211,-7.328,-1.631,-0.747,0.268,80,3,6,0,2,0,1.000,5.49
3vbd,-7.454,-0.170,-8.964,-3.918,-0.498,0.670,49,2,4,0,4,1,1.000,8.07
3wz6,-8.360,-0.159,-10.481,-6.003,-0.332,1.072,91,4,0,0,7,1,1.000,5.96
187l,-5.643,-0.229,-7.047,-1.829,-0.000,0.000,41,0,0,0,0,0,1.000,3.37
4h75,-12.545,-0.083,-10.842,-5.738,-1.494,1.608,110,6,12,0,8,4,0.750,6.6
2i3h,-9.343,-0.134,-9.789,-4.411,-0.830,0.670,82,6,4,0,3,2,0.917,7.4
2g70,-7.581,-0.131,-7.188,-2.308,-0.332,0.670,66,1,3,0,3,2,1.000,7.77
4ibf,-6.719,-0.131,-9.266,-4.820,-0.166,0.938,56,1,1,0,6,1,0.952,4.43
1ypg,-9.628,-0.149,-10.286,-5.744,-0.664,1.340,102,4,4,0,9,1,0.963,8
1i9n,-7.049,-0.118,-7.819,-2.639,-0.498,0.536,33,2,4,0,4,0,0.857,8.66
4yml,-9.074,-0.181,-8.838,-3.224,-0.664,0.268,73,7,1,0,2,0,1.000,8.35
4x3k,-11.285,-0.098,-10.534,-6.528,-0.664,1.876,130,8,0,0,11,3,0.879,4.56
1hp5,-8.255,-0.131,-7.047,-2.084,-0.415,0.670,74,5,0,0,4,1,1.000,6.55
3d50,-9.267,-0.186,-8.945,-2.801,-1.328,0.402,50,5,11,0,3,0,0.867,4.77
2vb8,-7.235,-0.120,-6.905,-2.727,-0.166,1.206,71,0,2,0,8,1,1.000,4.6
1kmy,-7.275,-0.192,-7.907,-2.676,-0.415,0.402,61,5,0,0,0,3,1.000,5.1
3su0,-9.915,-0.115,-11.058,-6.516,-0.664,1.340,101,8,0,0,8,2,0.886,6.79
4qf7,-7.298,-0.156,-9.130,-4.901,-0.083,1.072,82,1,0,0,8,0,1.000,8.6
3tcg,-9.507,-0.151,-8.694,-3.035,-1.245,0.804,51,9,6,0,6,0,1.000,5.87
4x5r,-8.488,-0.111,-8.870,-4.162,-0.830,1.340,55,8,2,0,7,3,0.952,7.85
4ahr,-6.899,-0.113,-6.800,-2.303,-0.083,0.804,71,0,1,0,4,2,1.000,2.19
3qnd,-6.128,-0.057,-6.407,-1.795,-0.332,0.938,27,2,2,0,7,0,0.818,4.85
3vf5,-9.423,-0.113,-9.966,-7.096,-0.332,2.680,95,4,0,0,17,3,1.000,9.34
3u5l,-6.821,-0.140,-8.443,-3.946,-0.083,0.804,72,1,0,0,5,1,1.000,6.19
5ceq,-7.388,-0.080,-7.540,-3.630,-0.166,1.474,68,2,0,0,11,0,0.773,7.38
4fk6,-8.145,-0.132,-8.514,-4.087,-0.415,1.206,74,3,2,0,8,1,1.000,9.7
2pqc,-11.537,-0.141,-8.734,-2.047,-2.407,0.938,26,9,20,0,5,2,1.000,5.74
4cl6,-7.634,-0.068,-6.509,-3.001,-0.166,1.876,69,2,0,0,12,2,1.000,5.39
3b50,-8.964,-0.082,-6.944,-1.821,-1.245,1.340,34,7,8,0,10,0,0.909,7.55
4jn2,-9.716,-0.119,-9.369,-5.261,-0.498,1.608,121,2,4,0,10,2,0.960,11.68
3zxz,-8.297,-0.107,-8.211,-4.301,-0.166,1.474,95,2,0,0,11,0,1.000,8.4
4rfc,-6.170,-0.078,-7.020,-2.708,-0.166,1.072,34,2,0,0,7,1,0.733,8.24
3r17,-7.362,-0.148,-8.179,-3.133,-0.498,0.670,42,2,4,0,5,0,1.000,6.41
3sio,-9.342,-0.093,-9.766,-6.928,-0.166,2.546,120,2,0,0,16,3,0.892,8
1usn,-7.718,-0.075,-7.251,-3.411,-0.498,1.876,55,4,2,0,9,5,1.000,7.74
4oct,-7.699,-0.218,-7.393,-1.147,-1.162,0.134,18,5,9,0,1,0,1.000,5.05
2xj1,-8.211,-0.135,-8.585,-4.158,-0.415,1.206,78,2,3,0,8,1,1.000,7.55
4ozj,-8.734,-0.066,-7.007,-2.299,-0.830,1.340,43,9,1,0,7,3,1.000,5.4
3m40,-6.503,-0.088,-7.069,-2.540,-0.249,0.938,38,3,0,0,6,1,1.000,6.77
1xws,-8.190,-0.147,-9.763,-5.451,-0.166,1.072,94,1,1,0,7,1,1.000,8
3u7m,-8.281,-0.121,-8.473,-4.365,-0.498,1.608,63,6,0,0,8,4,1.000,7.45
3bpc,-8.163,-0.091,-8.117,-2.273,-1.162,0.536,24,8,6,0,2,2,0.684,4.8
1r4w,-8.808,-0.142,-8.053,-2.324,-0.913,0.402,57,5,6,0,3,0,1.000,4.05
3ejp,-9.850,-0.207,-9.555,-3.679,-1.328,0.670,71,4,12,0,5,0,1.000,8.55
4rlw,-6.798,-0.139,-8.000,-3.471,-0.249,0.938,55,3,0,0,7,0,1.000,4.87
4ej8,-5.759,-0.147,-6.981,-1.865,-0.166,0.268,35,1,1,0,0,2,0.889,5.39
3p3t,-7.106,-0.149,-7.892,-3.127,-0.083,0.536,66,1,0,0,4,0,1.000,7.24
3adv,-5.694,-0.157,-7.257,-2.275,-0.166,0.402,33,2,0,0,2,1,1.000,3.03
4gqq,-6.374,-0.130,-7.163,-2.500,-0.249,0.804,43,3,0,0,6,0,1.000,2.89
2h6b,-7.353,-0.182,-7.400,-1.869,-0.581,0.268,38,5,2,0,2,0,1.000,5.39
1n3i,-8.161,-0.130,-7.690,-2.778,-0.498,0.804,65,6,0,0,4,2,1.000,8.89
2q8z,-9.348,-0.134,-8.168,-1.992,-1.494,0.536,26,11,7,0,3,1,1.000,5.68
1o5a,-7.927,-0.113,-8.031,-4.542,-0.415,2.144,72,2,3,0,16,0,0.952,6.42
2wvz,-8.417,-0.174,-7.996,-1.884,-1.162,0.268,39,7,7,0,2,0,1.000,4.02
1bn3,-7.713,-0.158,-8.862,-3.650,-0.664,0.670,42,3,5,0,5,0,1.000,9.89
4dju,-6.642,-0.122,-7.650,-2.770,-0.332,0.670,45,2,2,0,4,1,0.938,5.44
3umq,-4.367,-0.074,-5.660,-0.844,-0.000,0.402,10,0,0,0,1,2,1.000,4.62
4oeu,-8.398,-0.200,-7.417,-1.356,-1.245,0.402,25,6,9,0,3,0,1.000,7.66
4tqn,-7.043,-0.125,-8.207,-3.946,-0.249,1.206,70,1,2,0,8,1,1.000,6.11
4ge1,-6.188,-0.206,-7.693,-2.360,-0.249,0.134,42,1,2,0,1,0,1.000,6.43
3nht,-8.532,-0.155,-8.794,-4.431,-0.083,0.938,115,1,0,0,6,1,0.952,7.01
2v2q,-7.915,-0.074,-7.428,-3.671,-0.415,1.876,68,3,2,0,14,0,0.895,4.15
4cpz,-11.874,-0.201,-9.835,-2.478,-2.407,0.268,37,6,23,0,2,0,0.917,7.68
3hig,-9.178,-0.115,-7.637,-3.242,-0.249,1.072,124,0,3,0,6,2,1.000,7.89
4omj,-9.388,-0.207,-11.644,-6.828,-0.000,0.402,133,0,0,0,2,1,1.000,5.26
1b4z,-11.247,-0.168,-9.762,-3.688,-1.660,0.804,63,11,9,0,5,1,1.000,5.23
2oxd,-5.735,-0.051,-5.928,-1.648,-0.000,0.938,37,0,0,0,7,0,1.000,6.82
3spf,-6.205,-0.061,-7.473,-2.925,-0.000,0.670,47,0,0,0,3,2,0.448,3.86
1rp7,-10.976,-0.110,-8.188,-2.982,-1.328,1.340,71,9,7,0,7,3,1.000,8.52
1q91,-8.309,-0.099,-7.996,-3.971,-0.415,1.608,75,5,0,0,8,4,1.000,4.15
4e9u,-6.993,-0.136,-7.801,-3.655,-0.000,1.072,74,0,0,0,7,1,1.000,5.82
2c3l,-6.366,-0.132,-7.585,-3.139,-0.166,0.938,49,2,0,0,7,0,1.000,5.07
3i3b,-9.044,-0.204,-7.667,-1.389,-1.328,0.268,38,5,11,0,2,0,1.000,2.23
1e4h,-5.118,-0.082,-6.204,-1.120,-0.000,0.134,18,0,0,0,0,1,0.833,8.41
3ozj,-6.644,-0.134,-8.155,-3.875,-0.000,0.938,61,0,0,0,7,0,1.000,5.11
2uy0,-11.126,-0.144,-12.119,-7.947,-0.830,1.876,115,7,3,0,11,3,1.000,6.92
4x8o,-19.370,-0.116,-11.804,-4.580,-4.150,2.144,79,17,33,0,12,4,1.000,6.6
3fql,-8.830,-0.119,-8.921,-5.228,-0.083,1.608,111,1,0,0,11,1,1.000,7.15
1f5k,-6.561,-0.128,-6.367,-1.589,-0.498,0.938,30,2,4,0,7,0,1.000,3.74
3ikg,-7.820,-0.109,-8.171,-4.012,-0.415,1.474,64,5,0,0,7,4,1.000,7.24
2d3u,-8.040,-0.135,-8.852,-4.406,-0.166,0.938,86,2,0,0,5,2,0.947,6.92
4bxk,-9.360,-0.123,-9.287,-4.330,-1.079,1.340,58,11,2,0,8,2,1.000,7.95
2qwb,-8.273,-0.121,-7.751,-2.041,-1.162,0.670,25,5,9,0,5,0,0.909,2.74
3std,-9.264,-0.188,-10.484,-5.553,-0.249,0.536,124,3,0,0,2,2,1.000,11.11
4elh,-9.629,-0.110,-9.271,-6.235,-0.498,2.680,106,4,2,0,16,4,0.964,8.09
1li6,-5.614,-0.204,-6.441,-1.140,-0.083,0.000,33,1,0,0,0,0,1.000,3.8
1mjj,-8.830,-0.130,-9.518,-4.823,-0.415,0.938,98,5,0,0,4,3,1.000,8.74
1usi,-9.191,-0.205,-7.676,-1.845,-0.747,0.134,79,7,2,0,1,0,1.000,6.74
3jyr,-12.581,-0.112,-10.168,-5.083,-1.743,1.876,91,11,10,0,10,4,1.000,5.54
2cn0,-9.081,-0.141,-9.741,-5.550,-0.581,1.608,87,3,4,0,11,1,1.000,7.66
2clk,-6.719,-0.039,-5.605,-0.693,-0.498,0.804,16,6,0,0,3,3,1.000,3.79
1w4q,-7.529,-0.067,-6.617,-1.590,-0.747,0.938,29,8,1,0,7,0,0.778,5.26
1a99,-7.582,-0.214,-6.502,-0.920,-0.498,0.134,50,2,4,0,1,0,1.000,5.7
5cap,-7.743,-0.104,-8.235,-4.108,-0.249,1.340,73,3,0,0,7,3,0.895,7.28
1nny,-11.776,-0.137,-12.492,-7.388,-1.494,1.608,94,8,10,0,10,2,0.925,7.66
2xde,-7.721,-0.152,-10.098,-5.033,-0.249,0.402,84,3,0,0,3,0,0.963,5.47
4mss,-7.521,-0.186,-7.818,-1.821,-0.913,0.134,26,6,5,0,0,1,1.000,6.4
3ed0,-6.641,-0.113,-7.472,-3.460,-0.000,1.206,73,0,0,0,8,1,1.000,6.35
5e2p,-9.461,-0.096,-9.074,-5.955,-0.581,2.680,87,5,2,0,17,3,0.929,8.8
4heg,-9.221,-0.117,-10.138,-7.000,-0.332,2.412,89,4,0,0,15,3,1.000,8.92
2fqt,-8.855,-0.153,-7.827,-2.034,-1.245,0.670,32,9,6,0,3,2,1.000,6.14
2wky,-9.043,-0.181,-8.288,-2.578,-1.162,0.670,46,8,6,0,4,1,1.000,8.59
3ttp,-9.211,-0.099,-8.964,-5.443,-0.581,2.278,75,7,0,0,14,3,1.000,9.12
2aog,-11.477,-0.127,-12.097,-7.593,-1.162,1.876,96,11,3,0,10,4,1.000,6.28
1pa9,-8.425,-0.142,-7.349,-1.620,-0.913,0.402,37,5,6,0,2,1,1.000,4.6
1gj7,-8.715,-0.136,-8.754,-4.531,-0.747,1.742,72,5,4,0,13,0,0.952,7.89
1g7g,-11.283,-0.132,-10.907,-5.969,-1.328,1.608,102,6,10,0,11,1,0.933,6.6
3miy,-7.578,-0.118,-8.649,-3.903,-0.332,0.804,70,4,0,0,6,0,0.818,7.68
4oiv,-8.072,-0.150,-10.002,-5.639,-0.083,0.938,93,1,0,0,6,1,0.962,5.08
2h21,-8.728,-0.112,-8.246,-2.951,-0.747,0.670,56,7,2,0,5,0,1.000,6.54
1sh9,-9.102,-0.090,-9.712,-6.542,-0.498,2.546,82,6,0,0,17,2,0.973,6.03
3jrs,-6.287,-0.104,-7.188,-2.742,-0.166,0.938,42,0,2,0,6,1,0.800,4.28
4pp3,-8.554,-0.220,-10.268,-4.852,-0.332,0.134,96,1,3,0,1,0,1.000,7.82
4i8n,-8.402,-0.075,-7.777,-3.235,-0.664,1.340,60,4,4,0,9,1,0.696,4.46
2qnn,-10.853,-0.105,-10.799,-7.782,-0.747,2.948,106,5,4,0,19,3,1.000,7.15
2i19,-9.374,-0.146,-7.695,-1.404,-1.743,0.670,29,5,16,0,3,2,1.000,7.8
1hnn,-7.586,-0.140,-7.179,-2.299,-0.332,0.670,69,1,3,0,5,0,1.000,6.24
1gyx,-6.936,-0.191,-6.938,-1.656,-0.332,0.268,54,1,3,0,2,0,1.000,2.48
3d83,-9.000,-0.160,-10.806,-6.143,-0.249,0.804,109,3,0,0,6,0,0.964,8.36
3bgs,-7.507,-0.114,-7.380,-2.551,-0.415,0.804,55,5,0,0,4,2,1.000,9.42
3l4x,-7.775,-0.106,-7.968,-2.756,-0.664,0.670,44,5,3,0,3,2,0.833,6.89
3ovn,-5.676,-0.129,-6.767,-2.085,-0.000,0.536,47,0,0,0,3,1,1.000,2.55
4b6p,-9.795,-0.122,-8.258,-3.250,-0.996,1.206,59,8,4,0,9,0,1.000,7.13
3zj6,-8.865,-0.205,-8.908,-3.013,-1.079,0.402,51,6,7,0,1,2,1.000,6.66
4luz,-8.905,-0.176,-11.719,-6.641,-0.664,0.804,85,3,5,0,3,3,1.000,4.7
1syh,-9.226,-0.176,-8.202,-2.307,-1.079,0.402,50,7,6,0,3,0,1.000,6.41
2j47,-9.163,-0.148,-9.065,-3.687,-0.830,0.670,68,9,1,0,3,2,0.941,5.41
2jdp,-8.225,-0.201,-7.635,-1.542,-1.411,0.536,20,5,12,0,3,1,1.000,6.6
1pr5,-7.433,-0.108,-7.271,-2.493,-0.498,0.938,49,4,2,0,6,1,1.000,3.92
1w5y,-10.901,-0.122,-11.579,-8.026,-0.747,2.412,113,9,0,0,16,2,1.000,8.48
4av5,-8.462,-0.168,-9.743,-4.097,-0.830,0.402,52,9,1,0,3,0,0.905,7.21
4fsl,-9.075,-0.114,-8.978,-5.106,-0.664,2.010,81,3,5,0,12,3,1.000,7.7
3hvi,-12.352,-0.129,-10.360,-5.990,-1.162,2.010,136,10,4,0,12,3,0.963,8.3
1z1h,-8.480,-0.123,-10.122,-6.582,-0.332,2.010,81,4,0,0,12,3,1.000,8.4
4g90,-7.065,-0.041,-6.200,-2.226,-0.498,1.742,32,6,0,0,10,3,1.000,4.51
1mue,-8.335,-0.090,-8.095,-4.370,-0.249,1.742,83,3,0,0,13,0,1.000,8.64
4b3b,-7.159,-0.056,-7.300,-2.554,-0.332,0.804,51,4,0,0,6,0,0.833,3.6
3pb8,-6.068,-0.123,-6.570,-1.556,-0.332,0.536,20,4,0,0,3,1,1.000,5.24
2i80,-7.430,-0.046,-6.044,-2.753,-0.083,2.010,63,1,0,0,14,1,1.000,5.4
4zec,-9.889,-0.041,-7.067,-2.748,-1.245,2.144,49,15,0,0,11,5,0.667,5.82
4dsu,-5.455,-0.151,-6.573,-1.623,-0.000,0.268,36,0,0,0,2,0,1.000,2.82
1m48,-8.945,-0.141,-9.870,-4.824,-0.498,0.670,94,2,4,0,3,2,0.846,5.09
2jdm,-8.529,-0.211,-7.752,-1.359,-1.577,0.402,16,7,12,0,3,0,1.000,5.4
4jal,-9.287,-0.116,-8.228,-3.335,-0.747,1.072,64,9,0,0,8,0,1.000,4.6
2wor,-6.588,-0.155,-8.475,-3.493,-0.166,0.402,61,2,0,0,3,0,1.000,3.9
2z94,-4.343,-0.010,-5.309,-0.627,-0.000,0.536,9,0,0,0,3,1,1.000,5.85
3ip5,-7.234,-0.158,-6.168,-0.688,-0.664,0.402,29,6,2,0,3,0,1.000,6.22
2wlz,-8.216,-0.098,-7.955,-3.713,-0.498,1.474,64,6,0,0,8,3,1.000,4.6
4o3f,-7.739,-0.105,-8.158,-4.331,-0.083,1.474,88,1,0,0,9,2,1.000,5.56
3qbc,-7.222,-0.116,-6.607,-1.159,-0.498,0.268,51,6,0,0,1,1,1.000,4.97
2jfh,-7.133,-0.107,-8.224,-4.231,-0.249,1.474,49,3,0,0,9,2,0.947,3.06
3wz7,-8.451,-0.162,-10.883,-6.724,-0.415,1.474,88,3,2,0,9,2,1.000,5.74
2pnc,-6.378,-0.074,-6.252,-2.074,-0.166,1.206,50,2,0,0,8,1,1.000,3.33
4gue,-8.540,-0.113,-8.840,-4.362,-0.332,1.072,97,4,0,0,8,0,0.905,5.24
1koj,-8.527,-0.081,-6.519,-0.943,-1.162,0.804,13,12,2,0,5,1,1.000,6.7
3ccz,-9.723,-0.154,-11.056,-5.346,-1.162,0.670,64,9,5,0,3,2,0.929,7.29
1c1r,-7.654,-0.107,-7.571,-3.163,-0.664,1.474,52,4,4,0,10,1,0.875,7.63
3hit,-11.865,-0.069,-9.342,-4.557,-1.577,2.010,86,13,6,0,10,5,0.767,8.19
2v3d,-8.898,-0.218,-8.486,-2.291,-1.245,0.268,43,4,11,0,2,0,1.000,3.94
1g4o,-6.789,-0.154,-8.297,-2.849,-0.498,0.268,33,2,4,0,2,0,0.857,8.25
1rpf,-7.231,-0.051,-6.286,-1.393,-0.747,1.072,23,4,5,0,7,1,0.889,3.99
4des,-6.787,-0.147,-8.012,-3.381,-0.083,0.670,66,1,0,0,5,0,1.000,5.85
2nmz,-9.410,-0.097,-9.949,-7.213,-0.332,2.814,100,3,1,0,17,4,0.947,8.37
4lj8,-9.159,-0.055,-6.714,-2.025,-1.079,1.608,39,6,7,0,9,3,1.000,5.82
2vnp,-10.534,-0.171,-7.615,-0.941,-1.992,0.536,34,2,22,0,3,1,1.000,9.92
1ajx,-8.905,-0.135,-10.619,-6.913,-0.498,2.010,91,6,0,0,13,2,1.000,7.91
2xda,-9.642,-0.181,-8.832,-3.454,-0.830,0.670,74,8,2,0,5,0,1.000,6.22
3v51,-9.261,-0.137,-9.596,-5.552,-0.166,1.340,117,2,0,0,10,0,0.960,8.55
1ucn,-10.023,-0.097,-7.836,-2.298,-1.660,1.340,53,7,13,0,7,3,1.000,5.22
3ap4,-7.802,-0.083,-7.123,-1.362,-1.079,0.536,27,11,2,0,3,1,0.750,3.92
1xk9,-7.720,-0.113,-7.696,-3.735,-0.083,1.340,100,1,0,0,7,3,0.941,6.85
3q6w,-9.043,-0.126,-10.114,-6.389,-0.249,1.742,115,3,0,0,10,3,0.968,7.57
4rrg,-7.933,-0.085,-7.418,-2.640,-0.498,0.938,47,4,2,0,7,0,1.000,2.81
1z9y,-7.832,-0.139,-8.133,-2.704,-0.747,0.536,38,3,6,0,4,0,1.000,7.19
1hn4,-9.623,-0.105,-8.581,-5.092,-0.415,2.144,88,2,3,0,14,2,1.000,3.82
1b6j,-10.113,-0.113,-10.755,-6.366,-0.913,1.742,68,10,1,0,11,2,1.000,7.92
3f7h,-9.171,-0.109,-9.355,-4.143,-0.664,0.670,82,4,4,0,4,1,0.774,7.09
3gjw,-7.448,-0.131,-7.831,-3.251,-0.166,0.804,81,2,0,0,2,4,0.938,8.3
4llp,-5.152,-0.138,-6.457,-1.641,-0.000,0.402,30,0,0,0,3,0,1.000,4.8
3d7k,-12.338,-0.110,-9.503,-4.501,-1.660,1.876,83,16,4,0,11,3,1.000,4.6
3f37,-5.276,-0.161,-6.668,-1.584,-0.000,0.134,31,0,0,0,1,0,1.000,2.62
4ht2,-8.019,-0.125,-8.087,-2.926,-0.747,0.804,37,4,5,0,6,0,0.917,6.54
3jdw,-6.437,-0.162,-6.674,-1.060,-0.664,0.268,15,3,5,0,2,0,1.000,3.6
4ibg,-7.001,-0.112,-9.232,-4.837,-0.249,1.072,59,1,2,0,7,1,0.926,3.97
1jeu,-11.392,-0.167,-9.886,-3.946,-1.660,0.938,68,11,9,0,6,1,1.000,6.82
2bo4,-7.364,-0.142,-7.058,-1.329,-0.913,0.402,16,4,7,0,2,1,1.000,4.61
2x7u,-7.668,-0.146,-9.013,-3.616,-0.581,0.402,43,2,5,0,3,0,0.789,5.27
4kzb,-6.044,-0.050,-6.026,-1.146,-0.332,0.670,22,4,0,0,4,1,0.900,2.89
2f80,-9.203,-0.122,-9.865,-6.159,-0.498,2.010,80,6,0,0,13,2,1.000,8.18
4c52,-8.094,-0.128,-9.681,-5.535,-0.000,1.072,101,0,0,0,7,1,0.885,5.68
3rlq,-6.789,-0.070,-6.762,-2.718,-0.166,1.340,55,2,0,0,9,1,1.000,7.4
3u6i,-10.021,-0.121,-10.062,-6.822,-0.166,2.144,138,2,0,0,13,3,1.000,9
4asj,-7.589,-0.127,-8.655,-4.343,-0.166,1.072,67,2,0,0,7,1,1.000,7.55
1gar,-11.736,-0.091,-9.599,-5.350,-1.577,2.546,76,12,7,0,16,3,0.926,10
3dc3,-6.819,-0.109,-6.629,-1.366,-0.581,0.536,14,3,4,0,4,0,1.000,8.31
1g53,-7.205,-0.145,-8.399,-3.353,-0.498,0.670,37,2,4,0,5,0,1.000,9.04
2rka,-6.516,-0.081,-5.949,-0.469,-0.664,0.402,13,5,3,0,1,2,1.000,3
1lbk,-8.827,-0.153,-8.272,-2.562,-1.162,0.670,43,7,7,0,4,1,1.000,3.18
3nhi,-9.513,-0.188,-9.534,-4.654,-0.332,0.670,126,2,2,0,4,1,1.000,8.43
3hfb,-9.182,-0.133,-9.608,-5.200,-0.664,1.474,80,3,5,0,11,0,0.852,7.52
2y8c,-8.134,-0.143,-10.647,-6.252,-0.249,1.072,88,3,0,0,6,2,0.900,6.4
1oz0,-9.841,-0.055,-8.346,-6.433,-0.581,3.886,91,7,0,0,19,10,0.906,7.7
3pcn,-7.464,-0.157,-7.100,-1.869,-0.415,0.402,54,4,1,0,0,3,1.000,3.66
4nvp,-9.118,-0.098,-7.365,-2.523,-0.830,1.206,57,6,4,0,7,2,1.000,7.57
3t70,-7.822,-0.138,-9.365,-4.836,-0.249,0.938,83,3,0,0,6,1,0.957,6.3
3d8y,-6.015,-0.063,-6.609,-2.048,-0.415,1.072,17,3,2,0,6,2,0.667,3.4
3rlb,-8.559,-0.140,-7.729,-3.066,-0.249,0.804,102,3,0,0,5,1,1.000,9.92
3ttm,-7.611,-0.237,-6.637,-0.921,-0.498,0.000,54,2,4,0,0,0,1.000,8.52
2zdm,-8.723,-0.131,-8.879,-4.337,-0.664,1.340,71,4,4,0,10,0,0.952,6.41
4uof,-9.073,-0.084,-7.412,-2.289,-1.245,1.340,52,5,10,0,7,3,1.000,4.84
1uwf,-7.567,-0.143,-7.502,-2.073,-0.747,0.536,27,8,1,0,3,1,0.900,6.82
3vfa,-9.475,-0.116,-10.083,-6.779,-0.498,2.412,88,6,0,0,14,4,1.000,9.19
4iva,-7.305,-0.132,-8.261,-3.866,-0.249,1.072,60,3,0,0,8,0,1.000,7.16
1b5i,-10.382,-0.142,-9.064,-3.724,-1.328,1.206,64,9,7,0,8,1,1.000,7.05
4cmo,-7.119,-0.092,-7.876,-4.100,-0.166,1.608,59,2,0,0,11,1,0.950,9.07
1qkb,-10.854,-0.175,-9.773,-3.948,-1.411,0.804,71,10,7,0,5,1,1.000,7.35
3kiv,-7.612,-0.234,-7.324,-1.410,-0.830,0.134,34,0,10,0,1,0,1.000,4.7
1v7a,-7.809,-0.134,-8.569,-4.308,-0.249,1.206,87,3,0,0,7,2,1.000,8.01
1j37,-7.408,-0.194,-7.940,-2.294,-0.830,0.402,33,5,5,0,2,1,1.000,8.96
1b2h,-11.471,-0.178,-10.025,-3.951,-1.660,0.804,72,11,9,0,5,1,1.000,4.54
2hoc,-7.370,-0.094,-7.283,-2.556,-0.581,1.072,36,3,4,0,5,3,1.000,9.52
3v3l,-10.385,-0.080,-8.109,-2.303,-1.660,1.072,43,10,10,0,8,0,0.867,6.43
1qbv,-8.464,-0.124,-8.686,-4.125,-0.415,1.072,84,3,2,0,8,0,1.000,5.39
6upj,-6.582,-0.133,-8.150,-3.136,-0.332,0.536,36,4,0,0,4,0,1.000,6.32
2xdk,-5.940,-0.109,-6.638,-2.058,-0.166,0.804,35,2,0,0,6,0,1.000,3.6
3u8l,-6.700,-0.117,-7.443,-3.431,-0.000,1.206,67,0,0,0,8,1,1.000,8.05
