name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
1uvt,-8.946,-0.094,-7.753,-4.162,-0.249,1.876,106,1,2,0,13,1,0.950,7.64
1t7d,-8.186,-0.092,-9.736,-5.143,-0.581,1.206,59,5,2,0,8,1,0.812,6.03
2gv7,-9.623,-0.068,-8.571,-4.501,-0.996,2.144,63,8,4,0,14,2,0.667,7.85
1fch,-9.132,-0.110,-10.171,-5.431,-0.996,1.474,61,9,3,0,10,1,0.966,7.15
1c5p,-6.995,-0.151,-6.581,-1.586,-0.581,0.804,37,3,4,0,6,0,1.000,4.68
1m7y,-11.722,-0.156,-9.281,-3.041,-1.826,0.804,78,10,12,0,5,1,1.000,10.96
1oar,-9.122,-0.111,-7.670,-3.275,-0.249,1.072,137,2,1,0,4,4,1.000,7.4
1dif,-10.428,-0.127,-12.808,-9.153,-0.581,2.144,120,7,0,0,12,4,1.000,10.66
1gnm,-9.677,-0.133,-10.794,-5.920,-0.996,1.340,62,8,4,0,9,1,1.000,6.25
2euk,-11.735,-0.148,-13.659,-8.313,-0.664,0.536,161,6,2,0,4,0,0.812,6.6
1gvx,-10.695,-0.121,-13.114,-8.157,-1.079,1.340,95,12,1,0,6,4,0.977,7.22
2afx,-5.924,-0.123,-6.698,-1.850,-0.166,0.536,32,2,0,0,3,1,0.900,5.15
1qbn,-8.352,-0.062,-7.217,-4.098,-0.581,2.680,66,3,4,0,20,0,1.000,5.85
1njc,-9.701,-0.140,-8.016,-1.591,-1.743,0.536,20,5,16,0,1,3,0.889,5.55
2fqy,-9.026,-0.111,-7.334,-2.307,-0.747,0.938,79,7,2,0,6,1,1.000,6.57
1ctt,-7.997,-0.112,-7.018,-2.106,-0.498,0.804,55,6,0,0,4,2,1.000,4.52
2fgv,-10.503,-0.128,-11.496,-7.490,-0.664,1.876,109,7,1,0,12,2,0.974,6.12
1tkb,-10.594,-0.102,-7.881,-3.243,-1.162,1.742,79,6,8,0,4,9,1.000,8
1qin,-9.755,-0.136,-9.424,-4.148,-0.996,0.938,73,5,7,0,5,2,1.000,8
1hms,-7.000,-0.151,-8.244,-3.096,-0.332,0.402,50,1,3,0,3,0,0.833,6.37
1xpz,-7.798,-0.113,-8.165,-2.436,-0.913,0.402,25,4,7,0,2,1,0.812,7.08
1e6q,-7.804,-0.139,-7.168,-1.388,-0.830,0.268,33,7,3,0,2,0,1.000,3.15
1d4l,-9.186,-0.110,-9.969,-6.397,-0.498,2.144,80,6,0,0,14,2,0.938,8.77
1i9q,-6.884,-0.093,-7.361,-2.449,-0.498,0.804,30,2,4,0,6,0,0.714,8.41
1q84,-12.251,-0.168,-13.623,-9.700,-0.581,1.876,198,7,0,0,12,2,1.000,11.05
1b40,-11.531,-0.180,-10.631,-4.889,-1.328,0.804,100,9,7,0,5,1,1.000,7.28
1bv7,-12.641,-0.180,-14.965,-9.472,-1.079,0.804,140,13,0,0,6,0,1.000,9.3
1vyf,-6.604,-0.196,-9.141,-3.859,-0.332,0.268,42,0,4,0,2,0,1.000,8.05
5yas,-5.752,0.013,-5.076,-0.681,-0.249,1.072,13,3,0,0,7,1,1.000,3.26
2dri,-8.821,-0.240,-7.621,-1.158,-1.245,0.000,42,10,5,0,0,0,1.000,6.89
2bfr,-8.630,-0.023,-5.831,-2.093,-0.664,2.144,46,7,1,0,11,5,0.900,5.25
1gcz,-8.570,-0.172,-8.148,-2.783,-0.415,0.268,91,5,0,0,2,0,1.000,5.13
2avq,-11.735,-0.128,-12.114,-7.744,-1.162,2.010,105,11,3,0,10,5,1.000,4.39
1c1u,-7.624,-0.115,-7.747,-3.205,-0.664,1.340,48,4,4,0,7,3,1.000,8.25
1b0h,-11.885,-0.179,-11.313,-5.756,-1.411,1.072,107,10,7,0,7,1,1.000,6.7
1x8t,-12.382,-0.167,-9.384,-2.078,-2.490,0.402,47,9,21,0,3,0,1.000,7.8
2izl,-8.295,-0.180,-8.102,-2.571,-0.581,0.268,65,5,2,0,2,0,1.000,6
1b3l,-9.972,-0.164,-8.984,-3.242,-1.328,0.804,54,9,7,0,6,0,1.000,5.89
2qwc,-8.180,-0.122,-7.657,-2.030,-1.079,0.670,29,4,9,0,5,0,0.909,3.55
1wvj,-9.194,-0.198,-8.584,-2.555,-1.079,0.268,56,7,6,0,2,0,1.000,6.73
2fx6,-6.598,-0.120,-6.419,-1.590,-0.415,0.804,34,5,0,0,6,0,1.000,3.7
1b8y,-9.715,-0.114,-8.187,-3.881,-0.830,1.742,84,3,7,0,11,2,1.000,7.85
1ex8,-16.267,-0.125,-11.225,-3.408,-3.403,0.804,76,18,23,0,5,1,1.000,6.33
1b3g,-10.866,-0.171,-9.847,-4.156,-1.411,0.938,71,9,8,0,6,1,1.000,6.7
1xd0,-12.907,-0.112,-11.395,-6.412,-1.909,2.144,93,12,11,0,13,3,0.968,7.12
2f35,-7.993,-0.084,-7.241,-2.048,-0.913,0.938,31,7,4,0,7,0,0.867,5.4
1b3h,-11.306,-0.182,-10.676,-4.851,-1.411,0.804,76,10,7,0,5,1,1.000,6.21
2iko,-7.959,-0.132,-8.658,-4.148,-0.498,1.206,66,6,0,0,8,1,0.947,5.45
1lah,-8.714,-0.244,-7.417,-1.171,-1.162,0.134,37,6,8,0,1,0,1.000,7.52
1kav,-8.621,-0.079,-7.580,-2.987,-0.581,1.206,68,7,0,0,7,2,0.889,5.82
1b5j,-11.040,-0.148,-9.367,-3.944,-1.411,1.206,72,10,7,0,8,1,1.000,7.43
4ts1,-7.061,-0.167,-7.389,-2.075,-0.498,0.402,41,4,2,0,3,0,1.000,4.94
1o0n,-7.039,-0.079,-6.873,-1.846,-0.747,0.938,21,7,2,0,7,0,0.889,4.09
1nm6,-8.553,-0.104,-8.954,-5.095,-0.249,1.608,93,3,0,0,11,1,1.000,10.05
1kc7,-7.110,-0.088,-6.103,-0.674,-0.747,0.536,18,8,1,0,2,2,1.000,5.52
1fao,-8.768,-0.052,-6.671,-0.897,-1.494,0.938,6,10,8,0,3,4,1.000,7.37
1i9o,-7.053,-0.117,-7.901,-2.855,-0.498,0.670,33,3,3,0,5,0,0.929,8.42
2j34,-8.125,-0.047,-6.626,-3.871,-0.083,2.546,85,1,0,0,18,1,0.895,7.82
3aid,-7.661,-0.113,-9.413,-5.688,-0.249,1.742,67,3,0,0,9,4,0.933,6.86
1nt1,-8.620,-0.109,-9.036,-4.826,-0.332,1.340,94,4,0,0,10,0,1.000,8.89
1bv9,-12.389,-0.166,-14.158,-8.984,-1.162,1.206,128,14,0,0,8,1,1.000,8.96
1nl9,-9.486,-0.141,-10.731,-5.187,-0.996,0.670,69,8,4,0,4,1,0.931,5.96
1mu6,-8.220,-0.085,-7.865,-4.140,-0.249,1.742,82,3,0,0,13,0,1.000,8.38
1mfd,-7.583,-0.057,-7.098,-2.805,-0.415,1.340,57,5,0,0,7,3,0.842,5.31
1mmq,-8.341,-0.117,-9.073,-4.263,-0.664,1.072,57,8,0,0,8,0,0.880,7.52
1xge,-7.296,-0.134,-6.693,-1.098,-0.913,0.536,17,4,7,0,3,1,1.000,4.68
1msn,-10.789,-0.144,-11.112,-7.540,-0.498,2.144,131,2,4,0,16,0,1.000,9.09
1bzy,-10.811,-0.130,-8.346,-2.572,-1.494,0.938,55,16,2,0,5,2,1.000,8.34
1ohr,-9.357,-0.152,-11.285,-7.311,-0.498,1.742,104,5,1,0,12,1,1.000,8.7
2bqv,-10.170,-0.122,-10.471,-5.948,-0.913,1.608,83,7,4,0,12,0,1.000,8.05
1k1y,-10.742,-0.134,-11.103,-5.514,-1.577,1.206,60,9,10,0,8,1,0.960,3.22
1mfi,-7.814,-0.159,-7.287,-2.088,-0.249,0.268,79,1,2,0,2,0,1.000,5.59
2ccc,-6.772,-0.111,-7.329,-3.017,-0.166,1.072,64,2,0,0,6,2,1.000,7.76
1li3,-5.565,-0.119,-6.167,-1.351,-0.000,0.402,32,0,0,0,3,0,1.000,4.25
1utm,-5.873,-0.136,-6.443,-1.563,-0.332,0.670,19,2,2,0,5,0,1.000,3.01
1igb,-7.188,-0.098,-6.597,-1.851,-0.332,0.804,47,4,0,0,4,2,1.000,6.4
1xhy,-8.490,-0.173,-7.809,-2.348,-0.913,0.670,51,5,6,0,4,1,1.000,6.18
1lf2,-8.779,-0.146,-10.895,-6.602,-0.415,1.340,93,5,0,0,9,1,1.000,7.52
1a8i,-7.751,-0.075,-6.485,-1.777,-0.830,1.340,22,8,2,0,9,1,1.000,5.52
4std,-7.310,-0.126,-7.733,-3.236,-0.083,0.804,68,1,0,0,4,2,1.000,10.33
1lag,-8.148,-0.161,-6.992,-1.397,-0.913,0.536,39,7,4,0,3,1,1.000,6.3
1dfo,-9.539,-0.113,-9.066,-4.575,-0.747,1.474,80,9,0,0,6,5,1.000,6.7
2ans,-5.787,-0.107,-7.456,-3.176,-0.000,0.938,42,0,0,0,6,1,0.875,5.92
1ui0,-6.830,-0.145,-6.377,-0.929,-0.498,0.268,34,6,0,0,2,0,1.000,7.06
